transcript,label
ආයුබෝවන් ම ජින්ටිකා මට පුළුවනි ඔබට සහය වන්න ආයුබෝවන් ම මේ කතා කරන්නේ නුවර බලගොල්ලා හරියේ මට අංකයක් දැනගන්න ඕනේ මේ ව්ියාපාරිකේ ස්තානයේ ඒක මහා ටයිල්ස් කියලා මේ ටයිල් විකතැනක් හා බ්රාන්ච් එක් මොනවා හරි තියෙනවාද ලොකේෂන් එක් සර් ඔ බ්රාන්ච් එක් කීව ලොකේෂන් එක් වැහේ හරි තියෙනවාද කොහෙද තියෙන්නේ කියලා ඒක මේක තියෙන්නේ බලගොල්ල කුන්ල පහු කරලා දිනියන්න පැත්තට යනකොට බලවොල්ල කියන කොටසේ තියෙන්නේ ඔව් මහා ටයිල් කියලාද මහාලේකම් ටයල්බප් ඇක්ටරිද මහ ටයිල්ස් කියලා තමයි ඒකේ මේ නව තියෙන ටයිල්ද එම්ේ එචේ ටීයි එල්ලී ඔව්ඔව් මහතයි ඔව්ම පරීක්ෂා කරලා බලන්නම් සර් ඇමතුමේ රැඳී ඉන්න හරි හරි අ සර් අපේ මහා ටයිල් කියලා නම් නැහැ තම්බරවිල වයිඩ් කාල් වල නම් තියෙන මහාලේකම් ටයිල් ෆැක්රිය නම් තියෙනවා මහා ටයිල් ක එකේ නම්ේ නැහැ සර් සමාණයෙහ හරි හරි හොම ස්තූතියි වෙනත් යමක් දැනගැනීමට අවශ්යද සර්,Other
ආයුබෝවන් ම තින්ගේ මැට පුළුවනි මොබද සහය වන්න ආයුබෝවන් මගේ ඉන්ටර්නෙට් පකේජ් එක වයන මේ කැඩි කි තමයි එන් මේවනේ ඒ කන නැ නම් වෙනද ඔව් ිමි කරුගේ නම තියෙන්නේ එ් ාවස් එකේ චූත දවශකට වෙරා ස ඒ කෙනා් මොනවත් එහෙම ෂ ක් පෙන්න්නේ නැ එස්පීඩික නෝමල් තියෙන්නේ දැනට ඊීයඒ වෙනකොට දැම් සමහර විට් ෆ්ලෝව වෙලා තරිබිල එහෙම වුනාද කියන්න බලන්න බැහැ දැනට මේ ලයින් එක ඇක්ටිව් තියෙන්නේ සර් ගේ ස්පීඩිඑක නෝමල් සාමාන්යේ මාසේ අවසන්න වෙනකොට පැකේජ් එක ඩේටා ඉමර වෙනකොට ෆ්ලෝව වෙනවා සර් තමාර වක එහෙම දන් ඇති් දැන්බේ රවුටර් එකෝ ඕෆ් කරලා ඕන් කරලා බලන්න සර් රවුටර් එකෝ ඕෆ් කරලා ඕන්ට් කරලන ඔව් අ රැඳට සර්ට පැකේජ එකට දේට ඇඩ් වෙලා තියෙන්නේ අද ඇඩ් වෙලා තියෙන්නව නේ මි් ශ්ෝ ් කවද රේ ස්ටූ වෙලා කොටක් නේ රෑහ සර් න්නේ මට මුකුත් ෆෝන්ස්වල්ටවත් ලැප්ටප් වලටත් මේ නෝ ඉන්ටර්නෙට් කියලා තමයි ඉන්න ඔව් රවට එක ඕෆ් කරා ඔන්ට් කරලා බැලුවද සර් ඔව් බලන්නම් ඕ කියන්නේ හෆ් කරට කදා බලන්නම් ඔව්සර් බලන්නමකියෙලවා ් කම්ප්ලේන්ට් එක් දාන්නද අ ඔව් කම්ලේඩ් එක් ැම්ම් කවා නෑ මතුමේ රැඳීම සර් හරි රැඳී සිටියාට ස්තූතියි සර්ව කන්ටැක්ට් කරගන්න මොබයිල් නම්බර් එක් දුවයි ය නෑ ඔව්ව්මොබයිල් එකට මැසේජ් එක් කියනවා කම්ප්ලේන්ට් නම්බර් එකේ ඉන්ෆෝර්ම් කරන්සර් එෙඩිය සන් බලයි චෙක් කරලා හරි ඕකේඕකවෙනත් යෙනක් දැනගන්න අවශ්යද ලැනෑ ලබා දුන් සේවයා ඇගයීම සඳහා රැඳී සිටින්න එස්එලිටී මොබිටෙල් ඇමතුවමට ස්තූතියි සුභ දවසක්,Other
වෙයින් හෙලෝ හෙලෝ ආයුබෝ ් මිස් මැඩම් ජනාස් බෙලකමරලි නම්බර් එ තයෙනවද ඇමතුමේ රැඳී සිටන්න සර් ඔව් සි සර් වෙනසත්ධි වැඩක් අඩු කරන්න ම ර බ ඇමතුමේ රැඳී සින්න ඔ් සර් සඳහා කරගන්න ේ තූත ටූ ත හ් ඔව් හරි ිස් සර්,Other
ආයුබෝවන් ම ලශනි මට පුළුවනි ඔබද සහය වෙන්න ඔව් ගුඩ් මෝනින් මිස් අන මැඩම් ඔව් මට මේ අපේ තියෙන පැකේජ් එක වෙනස් කරගන්න ඕනේ තියෙන්නේ ලිමිටඩ් එක්ම නේ දැන් තියෙනවා නේද අලුත් පැකේජ් එක් අන්ලිමිටඩ් ඔව් මැඩම් මට ඒකට මාරු කරගන්නම් මේ මගේ පැකේජ් එක චේන්ජ් කරන් රා නම් මොනවද ම කරන්න ඕනේ මෙහෙමා කරන්න මිස්ටර් කරලා දෙන්න පුළුවන් ද ඕනද පුළුවන් මැඩම් නම්බර් එක මට එස්එල්ටී නම්බර් එක කියන්න මැඩම් ඉන්නවා පුතාට දෙන්නම් ඉසතුරු ටික කතා කරගන්න හලෝ ඔව් ඔව් මේම මොකද්ද පටකරුගේ මේකේ නම්බරේ ටෙලිෆෝන් නම්බරේද එකවුන්ට් නම්බර්එක හෙලෝ නම තියෙන්නේ කොහොමද සර් හිමිකරුගේ නමද ඔව් හිමිකරුගේ නම නයිම් එකේ සුජීවනී ප්රදීපා එච්කේ එච් කේස් ප්රදීපැකේජ් එක සර් චේන්ජ් කරගන්න පුළුවන් හැබැයි ඒ සඳහා මේ එස්එල්ටී නම්බර් එකෙන්හෝ රෙජිස්ටරඩ් මොබයිල් නම්බර් එකෙන් කතා කරන්න ඕනේ සර් එතකොට අපිට මෙතනින් සර් ට පැකේජ් එක චේන්ජ් කරලා දෙන්න පුළුවන් ආ ආ හරි හරි මිස් හරි එස් එල්ටී මොබිටෙල් ඇමතුව ස්තූතියි සුභ දවසක් විම ඇදු ඇගයීම සඳහා රැඳී සිටින්න,Other
හලෝ ආයුබෝවන් ම හිරුනි මට පුළුවනි ඔබට සහාය වන්න ඔව් ආයුබෝවන් ආයුබෝවන් මිස් මේ මට පොඩ්ඩක් අපොයින්මන්ට් එක් දාන්න ඕනේ ඩොක්ටර් අමල් ෆනෑන්ඩ්ලෝ කියලා ඊ ඇන් ටී සර්ජ් ඩොක්ටර් අමල් ෆනෑන්ඩෝ ඔව් ඔව් තොරතුරු පරික්ෂා කරනවා මදක් රැඳී ඉන්න සර් රැඳී සිටියාට ස්තූතියි ඩොක්ටර් අමල් ෆර්නෑන්ඩ් ට සර්ට අපොයින්මන්ට් එක අවශ්ය වෙන්නේ මොන හොස්පිටල් එකේද මට මේ නවලෝක නිගම්බු දැම්ම නම් ලේසියි නවලෝක නිගම්බු ඔව් නවලෝක හොස්පිටල්ස් නිගම්බු ඩොක්ටර්ගේ අපොයින්මන්ට්ස් නැවත තියෙන්නේ සැටර්ඩේ හවස දෙකට තියෙනවා සෙෂන් එක් සර් අපොයින්මන්ට් අංකය නවය ගන්න පුළුවන් ගාස්තුව රුපියල් යි රයි ඒ කියන්නේ ඔන්ලයින් පේ කරන්න ඕ නේද නැත්නම් නෑ නේ මේ සර්විස් එකෙන් ය ඩයිල් කරලා ගන්න සර්විස් එකෙන් සර් අපි ඒ චාජ් එක සර්ගේ බිල් එකට තමයි එකතු කරන්නේ සර් ට අපොයින්මන්ට් එක ගන්නවා එස්එල්ටී එකෙන් හොස්පිටල් එකට පේමන්ට් එක කරනවා සර් ඊළඟ මාසේ බිල් එක ආවහම තමයි එස්එල්ටී බිල් එකට මේ චා්ජර්ස් ගෙවන්න ඕනේ ආ රයිට් සර් කවන්ටර් එකට ගිහින් ගෙවීමක් කරන්නේ නෑ ආ රයිට් ේඔව් එතකොට මට මේකොම හරි ඔව් නොම්බර නවය දාන්නක ෙනසපේෂන්ට්ගේ නම කියන්න ඔව් තුසිට සංජීව කුමාර පේලියගේ මිස්ටර් තු සිත සංජීව කුමාරපේගේ කුමාරපේලියගේ ඔව් කුමාරපේලියගේ ඔව් කුමාරපේලියගේ කන්ටැක්ට් නම්බර් එක ඔව්යි ඔව් යි ඔව් යි ඔව් ස්තූතියිපෂ න්ඩ්ගේ හෝ යන කෙනෙක්ගේ ජාතික හැඳිනුම්පත් අංකයක් අ යි ඔව් ි ඔව් ි බී මේ තොරතුරු පරීක්ෂා කරන්න සර් නවලෝක රෝහල නිගම්බු ඩොක්ටර් අමල් ෆ්නෑන්ඩෝ ඊ එන්ටී සර්ජන් අප්රේල් මාසේසොරි වෙනිදා වෙනිදා නේ වෙනිදා අපොයින්මන්ට් අංකය ට සෙෂන් එක පටන් ගන්නේ දවල් දෙකට පේෂන්ට්ගේ වෙලාව ගාස්තු රුපියල් පේෂන්ට් මිස්ටර් තුසිත සංජීව කුමාරපේලියගේ කන්ටැක්ට් නම්බර් එක රිහැඳිනුම්පත් අංකය ී විස්තර හරිද සර් ඔව් හරිහරි සර් ට මේ අපොයින්මන්ට් එකට නෝ ෂෝ රිෆන්ඩර් එක් අවශ්යද ඒ කියන්නේ අපොයින්මන්ට් එකට ගේය නැත්නම් සර් ට ඒක කැන්සල් කරගන්න අවශ්ය නම් ඒ කරපු පේමන්ට් එක ආපහ හොස්පිටල් එකෙන් ගන්න පුළුවන් සර්ට අ නෑ ම අනිවාර්යෙමේ යනවා හරි කන්ෆර්ම් අපොයින්මන්ට් එක් විදිහට යොමු කරන්නම් මේ ඩීටෙල්ස් හරිද සර් කන්ෆර්ම් කරන්නද අපොයින්මන්ට් එක කන්ෆර්ම් කර රන්න ඇමතුමේ රැඳී ඉන්න හරි රැඳී සිටියාට ස්තූතියි අපොයින්මන්ට් එක දැන් කන්ෆර්ම් වෙලා තියෙනවා රෙෆරන්ස් නම්බර් එක ඒ දුන්න මොබයිල් නම්බර් එකට එස්එම්එස් කරා ඒක ලැබුණද කියලා චෙක් කරගන්න සර් ඒක හොස්පිටල් එකට පෙන්න්න ඕන ආ රයිට් ඕකේ හරි නේද හරි රයිට් ඕකේ එතකොට හපිටල් එකට තමයි චා්ජර්ස් පේ කරන්න ඕනේනේ නේ නෑ සර් පේමන්ට්ස් කරන්න අවශ්ය නැහැ හොස්පිටල් එකට ගිහිල්ලා ඔය දුන්න රෙෆරන්ස් නම්බර් එක ඉදිරිපත් කරලා සර් අපොයින්මන්ට් එකට ඉදිරිපත් වෙන්න චාජස් ඒවන්නේ ටෙලිකො ම බිල් එකට ඊළඟ මාසේ එතකොට පේමන්ට් එක කරනාම ප්රමාණවත් අපි දැන් හොස්පිටල් එකට පේමන්ට් එක කරා සර්ගේ නම්බර් එකේන් ආ රයිට් රයිට් ඕකේ එතකොට මේ කවුන්ටර් එකට මුකුත් පේ කරන්න ඕනේ නෑනේ නේ නෑ ඊළඟ මාසේ බිල් එක ආවහම ඒ චා්දර් සෙටල් කරා නම් ප්රමාණවත් ආ රයිට් ඒ කියන්නේ කීයක්ද ඇඩ්නේ එක රුපියල් යි සර් යි ඒක මේ බිල් එකට එස්එල්ටී බිල් එකට ඇඩ් වෙනවා නේ එතකොට ඔව් මේ නම්බර් බිල් එකට ඇඩ් වෙන්නේ ආ රයිට ් එතකොට හොස්පිටල් එකට මුකුත් පේ කරන්න නෑ නේ මිස් නේ නෑහ නෑ නේ ආ රයිට් ඕකේ ඔම චෙක් කරන්නම් ශර් රයිට්ය එස්එල්ටී මොබිටෙල් ඇමතුමට ස්තූතියි සුභ දවසක් ඕකේ තැන්ක් යූ ස ම චර්,Other
ආයුබෝවන් ම ඩිලූක්ෂි මට පුළුවනා ඔබට සහාය වන්න ආයුබෝවන් ප්රොෆෙසර් මදුර ජයවරධ අප්රේල අපොයිනට්මන්ට් එක් ගන්න පුළුවනබන් ඉස්සිල්ලා කෝල් කරලා කට් කරානේ කට් වන්ා නේ මිස් මේකේ බිලකුත් පෙන්නවා ගානක බලමු අපි ට්රයිව එක් දීලා ආහ ආබැ බුක් කරන්න දෙන්නේ නෑ බැ බැලන්ස් එක වැඩිය කි බැලන්ස් එක තියෙනව ආ හරි මිස් ම එහෙනම ගෙවලා කතා කරන්නේ නම් හයි තැන්ක් වෙනත් යමක් දැනගැන අවශ්යද හරි එස්එ,Other
ආයුබෝවන් ම චතුරි මට පුළුවනි ඔබට සහය වන්න මට ඕනේ ප්රොෆෙසර් රුවන්ති පෙරේරා අද අට එනවා කියලා තියෙනවා එයාට අපොයින්මන්ට් එක් දාගන්න ප්රොෆෙසර් රුවන්ති පෙරේරා නේ ඔව් ඔව් ඔව් ව්නයින් වේල්ස් ේ රැඳී ඉන්න ඔව් ඔ් ඇමතුමේ් රැඳී ඉන්න රැඳී සිටියාට ස්තූතියි ප්රොෆෙසර් රුවන්ති රෝවන්ති පෙරේරා මේ නයින් වේල්ස් නේ සොරි නයින් වේල්සල්ස්ස් එක බලන්න ඕනේ මැඩම් ඔව් කරුණාකර ඇමතුමේ රැඳී ඉන්න රැඳී සිටියාට ස්තූතියි ඩොක්ටර් පීරිය ඩ්රෙෂන් කෙනෙක්ද ඔව් ඔව් ඔව් පීඩයක් නයිම්වේල්ස් එකේ අද ඉන්නවා උදේ අස ඉන්නවා ක ඔව් ඔව් අපොයින්මන්ට් එක් දාන්නද ඔව් කරුණාකර ඇමතුමේ රැඳී ඉන්න ට ඉන්න ඔව්ක්ක නෑ රැඳී සිටියා ස්තුතියි මට පේෂන්ට් ගේ නම කියන්නකෝ එමායා ඇස්කර් එමායා නේ එමායා ඇස්කර් මට ස්පේල් කරන ඕනේ පොඩ්ඩක් ඒ එම් හරි ඒ එම් එ එම් ආය ඇස් කර් එස් කර් නේ ඔව් ඒ එස් කේ ඊ ආ ඊආර බේබී නේද නේ අ ඔව් බේබී නේද මොබයිල් නම්බර් එක් දෙන්නකෝ ෆයි අයිඩෙන්ටිකාර්ඩ් නම්බර් එක් දෙන්න පේෂන්ට් එක යන කෙනෙක්ගේ චුට්ටක් ඉන්නවද ඔව් ක්කේ මේ ම් ුට්ටක් ඉන්න හලෝ හරි හරි මැඩම් මේ පීඩියා ප්රෝ නේ පීඩියා ප්රෝ ඩොක්ටර් මේ ඩොක්ටර් ඉන්න ඉන්න ඔව් හරි හලෝ ඔව් කියන්නකෝ ඔව් ඔව් ඔව් ඔව් හරි ම ආයේ කියන්න දෙ ආ හරික ඔව් ඔව් ඔව් හරි එසඑ්එල්ටී නම්බර් එක කියන්නකෝ යි ඩීටේල් චෙක් කරගන්න නයින්වේල්ස් හොස්පිටල් ප්රොෆෙසර් රුවන්ති පෙරේරා පීියට්රෂන් සට් ඩේ අද දාලා තියෙන්නේ අංක කාලට යන්න නේඔව් අංක ම ක් චාර්ජ් වෙනවා බාග නම දුන්න එමායාක් නේ ඔව් ඔව් බාගේ නම දුන්න එමායා ඇස්කර් කන්ටැක්ට් න්බර් එක යි හරි නේද ප්රොසෙස් කරහරිඕකේ ඕකේ හරි අපොයින්මන්ට් එක හරි නේද ක් එනවා මොබයිල් එකට එන රෙෆරන්ස් එක හොස්පිටල් එකට දෙන්න මොක්ද රෙෆරන්ස් එක් එනවා මැඩම් මොබයිල් එකට ඒ එන රෙෆරන්ස් ඒරම්බර් එක දුන්න මොබයිල් නම්බර් එකට නේද ඔව් ඒකට තමයි ආ හරි ඕකේ ඕකේ ඕකේ ඕකේ මා ලබා දුන් සේවයා ඇගයී සඳහා රැඳී ඉන්න ශ්රී ලංකා ටෙලිකොම් මොබිටෙල් ඇමතුවට ස්තූතියි සුභ දවසක්,Other
ආයුබෝවන් ම හර්ෂි මට පුළුවනි ඔබට සහය වන්න මිස් මට ඩොක්ටර් ඔතෝපීඩෙක්ට් සර්ජන්ට් ඩොක්ටර් අනුරාධ පරණගම ආසිරි සර්ජිකල් එන්නේ මට චරි පරණගම නේද ඔව් මොනව සම්බන්ධ ඩොක්ටර් ගේ නේද්ද සර් ඔතෝපීඩික් මොක්ද ඔතෝපීඩික් මේ හන්ධිසමබන් ඔව් ය හරි සර් ඒ කියන්නේ හොස්පිටල් එක කොහෙද සර්ජිකල් එක ආසිරි සර්ජිකල් කිරි මන්ා සිරි සර්ජිකල් කනෙක්ෂන් එක තියෙන්නේ මේ කතා කරන නම්බර් එකෙන්දා සර් තියෙන්නේ නෑැ ම වෙම වෙන්න නම්බර් මොබයිල් නම්බර් එක ම දෙන්නම් දෙන්නද හරි සර් මේ කතා කරන්නේ ඒ නම්බර් එකෙන්නේ නෑ නෑැ ම මේක ලෑන්ඩ් ෆෝන් එකෙන් කතා කරන්න හරි සර් මේ ලෑන්ඩ් ලයින් නම්බර් එක තමයි සර් ලගේ එස්එල්ටී ලයින් එක මේ නම්බර් එක නේද ඔව් මේක තමයි හරි ඒක හරි හරි සර් කරුණාකරඇ න්න හ්ම් කරුණාකර ඇමතුමේ රැඳී සිටින්න සර් ඕකේ ඕේ රයිට් රයිට් කරුණාකර ඇමතුමේ රැඳී සිටින්න හරි කරුණාකර ඇමතුමේ රැඳී සිටින්න රැඳී සිටියාට ස්තූතියි ආසිරි සර්ජිකල් එකේ නේද ර් ඔව් ඔසිරි ඔව් ආසිරි හොඳා් හරි සර් කරුණාකර ඇමතුමේ රැඳී සිටින්න රැඳී සිටියාට ස්තූතියි සර්ආසිරි සර්ජිකල් එකේ මෙතනෙදී ඩොක්ටර් අවේලබල් අද අවේලබල් සර්ට අපොයිමන්ට් එක දාන්න පුළුවන් තයිම් එකන තමයි තියෙන්නේ අද ද මිස් මට ඕනේ වෙනිදට නෙක් සන්ඩේ වෙනිදා ඔව් වෙනිදත් ඉන්නවා ඩොක්ටර් ඒත් අනුරුද්ධ පරණගම ඔව් ඔතෝපේඩික් සර්ජන් මට අපොයිමන්ට් එක දාන්න පුළුවන් පේෂන්ට්ගේ නේම් එක කියන්න පුළුවන්ද සර් මිස්ටර් කේ වී ඩී සෙනරත් කීවී ඩී සෙනරත් ඔව් හරි මට කියන්න පුළුවන්ද සර් එන්අයිස එන් අයි සී නම්බර් එක සර් ලියාගන්න යි යි යි හලෝ සර් යි යි ්රී ෆෝ හර ෆෝ ෆෝ සර්ටී ෆෝ හරි සර් ඔව් හරි සර් යි යි යි හරි ි වී හරි මට කන්ටැක්ට් නම්බර් එක් කියන්න සර් හරිද බලන්න නෝ හරි මිස් හරි සර් ඩොක්ටර්ඒ කියන්නේ ම මෙතනින් නැවත කන්ෆර්ම් කරගන්න කියන්නම් හොස්පිටල් නේම් එක ආසිරි සර්ජිකල් ඩොක්ටර් නේම් එක ඩොක්ටර් අනුරාධ පරණගම ඔතෝපේඩික් සර්ජන් ඩේට් එක සන්ඩේ යි ඩොක්ටර් වෙනකොට එනවා පේෂන්ට්ගේ නේම් එක කේ වී ඩී සෙනරත් මොබයිල් එක එන්අයි සී එක යි වී හරි හරි හරි නේද අපොයින්මන්ට් එක දාන්නද සර් දාන්න දාන්නේ දාන්නේ ඕ හරි අපොයිමන්ට් එක දාන්නම් ක් බිල් එකට ඇඩ් වෙනවා සර් ක් හරි නේද හරි හරි හරි සර්ට මැසේජ් එක ආවද කියලා පොඩ්ඩක් බලන සර් පොඩ්ඩක් ඉන්න හරි මිස් මැසේජ් එක ආවා ආවා නේද හරි සර් වෙනත් යමක් දැන ගැනීමට අවශ්යද නෑ මේක නම්බර් වන්ද ඇත්තේ නේ ඔව් ඔව් ඔව් සර් අපොයිට්මන්ට් නම්බර් වන් රයිට් රයිට් තැන්ක් යූ මිස් හරි හරි නේද සර් හරි ඊචැනලින් ඇමතුවට ස්තූතියි සුභ දවසක් ඔව් රයිට් රය්,Other
ආයුබෝවන් ඊ චැනලින් ආයුබෝවන් මට ඩොක්ටර් රූමි රූබන් ව චැනල් කරගන්න පුළුවන්ද තලවතුගොඩ හේමාස් හොස්පිටල් එකේ කවුද ඩොක්ටර් සයිකයට්රික් ඩොක්ටර් රූමි රූබන් රූමි රූබන් ඔව් න්න නේ ගැම් තු රත්තුයෙන්කේතලේ ඔෆ් කරන්නද මොමතේ කන්කී තම හ ඇමතුම ඉන්නේ මැඩම් හරි ඇමතුම රැඳී සිටියාට ස්තූතියි තලවතුගොඩ හේ මාස් එකේනේ ඔව් අද උදේනවයට තියෙන්නේ අපොයින් ්ක හ් බුක් කරන්නද ඔව් බුක් කරන්නේ කීයද නම්බර් එක ගන්න පුළුවන් මැඩම් අන්තිම නම්බර් එක ගන්න පුළුවන් මැඩම ඉක්මන්ට කියන්න සමහාර න්න ුක්ය පේෂන්ට්ගේ නම කියන්න මට රමිරු උක්වත්ත සමිරු රමිරු ආර් රමිර රමිර ඔක්වත්ත මොබයිල් නම්බර් එක කියන්න බිංදුවයියි තුනයි තුනයි ඔව් යි යි බිංදුවයියි තුනයි යි අයිඩෙන්ටි කාඩ් නම්බර් එක කියන්න වී එහෙමද එහෙ වෙනි වෙන්වාේ නෑ ඒ ි යි යි යි වී යි වී ඒ පරණ එක අරේ අලුත් එකේ හරි ම සමරි ් කියවන්නම් හේමාස් හොස්පිටල් තලවතුගොඩ ඩොක්ටර් රූමි රූබන් සයිකා ට්රි ස් ට්අප්රේල් වෙනිදා අපයිමන්ට් නම්බර් නවයට පටන් ගන්න සෙෂන් එක වෙනකොට එතනට යන්න ක් චාර්ජ් වෙනවා හරි කන්ෆර් කරන්නද මැඩම් ඔව් කන් ක්ම් කමොබයිල් නම්බර් එක ම බක් කියන්නම් ඉක්මන්ට බලාන් හරි නේ ඔව් හරි හරි හරි කන්ෆර්ම් වුණා මැඩම් හරි තැන්ක් යූ මැසේජ් එක ඇවිල්ලා ඇති බලන්න මොනව ප්රශ්නයක් නම් ඉක්මනට කෝල් එක් දෙන්න හරි ඕකේ තැන්ක් යූ වීටෙල්ස් වලින් වෙනසත් කැලුම් මැසේජ් එක් ආව,Other
ආයුබෝවන්මට පුළුවනි ඔබට සහාය වන්න ඔව් මිස් මට ඩොක්ටර් රන්දුල සමරසිංහට අපොයින්මන්ට් එක් දාගන්න පුළුවන්ද මිසඅද හොස්පිටල් එක කොහෙද හේමාස් තලවතු තලවතුගොඩ් ඔව් මට ඩොක්ටර්ගේ නම නැවත කියන්නේ ඩොක්ටර් රන්දුල ඩොක්ටර් රන්දුල සමරසිං රන්දුල නේ රන්දුල ඔව්ස හරි මකර ඇමතුමේ රැඳී ඉන්නේ කරුණාකර ඇමතුමේ රැඳී ඉන්න ඇමතුමේ රැඳී ඉන්න ඩීටේල් ස් සර්ච් වෙන ගමන් තියෙන්නේ හරි මිස් ම ඒ කනම නම රැඳී සිටියාට ස්තූතියි ඩොක්ටර් රන්දුල සමරසිංහ විසිෂයන් මැඩම්ට දාන්න ඕනේ කිව්වේ හේමාස් හොස්පිටලද තලවතුගොඩ ඔව් තලවතුගොඩ අද එතකොට අද බැලුවොත් අද වෙනිදා අද නම් නෑ ඒ ඩොක්ටර්බ ආයේ තලවතුගොඩ හේමාස් එකේ බුකින්ස් තියෙන්නේ ්වෙනිදා ආම මේ සඳුදා හෙට කොහෙට ඉඳිත් දන්නේ නැහැ නේ මේකේ කොහෙද නෙවිල් ෆර්නෑන්ඩ් හොස්පිටල් එකේ ඔව් හෙට ඉන්නව හෙට ඉන්න සෙනසුරාද වෙනිදා සෙනසුරාද සෙෂන්ස් දෙක් යනවා ඩොක්ටර්ගේ ඔව් දෙක් උද ක දාන් ඔව් තුනක් තියෙනවා තුනින් නමය එක දීලා නැහැ එක තියෙනවා ආයෙ ක් කට දාන්නද ට ආ හරි ද නම ඒක ගන්න බෑ නිස් ඒකමේ ඒගොලන් ඕපන්ට් කරලා නැහැ සමහරක් වට ඩොක්ටර් දීලා නැතුව ඇති මැඩම් ආ හා නඩ් ගිවන් කියලා තියෙන්නේ එතකොට ඩේට්ස් එක හෙට වෙනි මාසේ වෙනිදා උදේට බුකින් එක දාන්නේ ද පේෂන්ට්ගේ නම කියන්න දිලීපා ජයසූරිය ඩිලීපා නේ ඔව් කන්ටැ්ට් මොබයිල් එක හරි හරි බලන්න හරිය්ද කියලා හරි නේද ඔව් මැඩම්ගේ නම කිව්වේ මිසි ිලීපා ජයසූරිය ජයසූරියි ඩී ජයසූරිය කියලා දැන්මාඔව් හරි මිස් හරි මට ආයිඩී නම්බර් එකත් කියන්න හරි හරි යි යි ය හරි ීවී අපේ තියෙනවා නෝ ෂෝ රිෆන්ඩ් කියලා සර්විස් එක් මේකෙන් කරන්නේ හය හරි මැඩම්ට බුකින් එකට යන්න බැරි වුනොත් හොස්පිටල් ෆී එක ඩොක්ටර් ෆී එක රිෆන්ඩ් කරගන්න පුළුවන් ඊ චැනලින් එකට කතා කරලා හරි ක දාගන්නවාට වෙනව ක් චාජ් වෙනවා ඉතින් හෙට යන නිසා මේක දාගෙන යන්නද නොදා යන්නද අ ම හෙට යනව යනවා නේද හරි ම දා යනවා මැඩම්ගේ අපොයින්මන්ට් නම්බර් එක අංක අට තියෙන්නේ හරිකඅට එතකොටඩොක්ටර් රන්දුල සමරසිංහ ිසේෂන් ඩොක්ටර් නෙවිල් ෆර්නෑන්ඩල් ටීචින් හොස්පිටල් එකේ දැන්නේ හෙට ඩේට් එක සිස්ටම් එකේ පෙන්න්නේ නම් මැඩම්ගේ නම්බර් එක උද කියලා මැඩ් ම ටයිම් එක වෙනත් වෙන්න පුළුවන් හරි ඔව් එස් දන් ප් ෙන ටයිම් එක් නේද තියෙන්නේ ඔව් ආ හරි හරි ඕේ තැන්ක් යූ වෙනත් යොමක් දැනගැනීමට අවශ්ය නැ මුකුත් නැ,Other
ආයුබෝවන් චානි මට හේ ඒමාසේ හොස්පිටල් එකේ ඩොක්ටර් කෞුෂල් එක කරුණාරත්නට අපොයිමන්ට් එක් දාන්න පුළුවන්ද මොකද මැඩම් නම කිව්වේ ඩොක්ටර්ගේ කවෂ කරුණාරත්නමඩම් ඔව් තඩකසර්ජන් හරි ම තමයි රැඳි දාන්න හරි රැඳී සිටියිාට ්තූතියි කොයද මැඩම් හොස්පිටල් එක කිව්වේ මැඩම් තවතු ගොඩ හේ මාස් එකේ හමාස මැඩම් කවද මඩම් ඩේට් එක අද බලන්න පුළුවන් වෙයිද ඔව් හ මැඩම් සමානයන් ් මාරට මැඩම් කියලා දාලා තියෙන්නේ ඇමතුමන්න බල්න ඔව් අද අ මාර සෙෂන් එක් තියෙනවා මැඩම් දැනට යන්නේ මැඩම් නම්බර් එක නම්බර් එක යන්නේ ඔව් කීයේ වෙනකම් ඉන්නවාද දන්නේ නැහ ඩොක්ටර් වෙලාවක් මැඩම් හරියට කියන බැි ක විතර බලන්න මැඩම් ක් විතර බලනවා ඔව් බ අද දැනට යන්නේ නම්බර්ස් යනවා දැනට ඔව් මැඩම් මට කීය වගේ නම්බර් එක් ගන්න පුළුවන්ද ඔව් ක ඔව් ගන්න පුළුවන ඩම් මැඩම් ින් පස්සේතියෙනේ සර මට තේරුණේ කිව්වේ දැනට යන්නේ ැන් දැන් බුක් කරොත් එන්නේ වෙනට එනවා ආ ගත්තොත් මට වෙලා මද නේ යන්න මට නම්බර් වගේ වගේ කියන්නේ දැනට අපිට තන තියෙනා නම්බර් එක තමයි දෙන්න වේනේ මැඩම් ඊළඟාද තියෙන නම්බර් ක තමයි මෙතනි දාන්න දෙන්නේ මැඩම් එතකොට මට යන්න වෙලා මද්ද වෙනවානේ ඔව් පොඩ්ඩක් එෙනවමා හොස්පිට් ක කතා කරලා බලන්නේ වෙන මට ටයිම් එක් එහෙම හරි සර් කරන පුළුවන්ද කියලා ල් හොස්පිට් එ පොඩක් එන්න් කතා කරලා බලන්න මැඩම් හරි හරි ඕකේ තැන්ක් යූ හරි,Other
